Alive precision,AliveDate,Bio Name,BioSource,Biography,BirthDate,BornPrecision,Citation,DeathDate,DeathPrecision,FullTextPageNum,Index Category 1,IndexLifeCode,LifeLength,LifeLength Precision,LineNumber,NameInIndex,NameOnChart,On Chart: Line #,OnChartCategory,Region_final,Section starting Line,Sex or gender V2,UO_ID,VisualCase,WikiLink,aproxBirthDate,aproxDeathDate,case
,,Gelasius I. pope,Watkins,"Was elevated to the chair in 492. He had a contest with the patriarch of Constantinople, and by his arrogance prevented a union between the two churches. He condemned the practice of communicating only in one kind, though that practice became afterwards a standing rule in the Roman church as far as relates to the laity. Several of his works are extant. He died in 496.",,,,496.0,d.,68.0,F,d.,,,119,Gelasius,Gelastus,20.0,Divines and Metaphysicians &cc,Africa,99.0,male,977.0,D,https://en.wikipedia.org/wiki/Pope_Gelasius_I,451.0,496.0,case2
fl.,170.0,"Gellius, Aulus",Crabb,"A grammarian, who flourished in the age of M. Antoninus, A. D. 130, wrote a miscellaneous work, which he entitled, 'Noctes Atticae;' because it was written at Athens in the long nights. The best editions of Aulus Gellius are, that of Gronovius, 4to. Lugd. Bat. 1706, and that of Conradus, 2 vols. 8vo. Lips. 1762. The work has been translated into English by Beloe.",,,,,,68.0,Cr,fl.,,,39,Gellius Aulus,A. Gellius,17.0,Orators and Critics &cc,Italy,22.0,male,978.0,A,https://en.wikipedia.org/wiki/Aulus_Gellius,140.0,185.0,case3
,,Gelon,Watkins,"King or tyrant of Syracuse, who usurped the supreme authority in that city in the year 484 B. C. He possessed great qualities, and died extremely regretted by the Syracusans, after a reign of seven years.",,,,-478.0,d.,68.0,,d.,,,144,Gelo,Gelo,17.0,Statesmen and Warriors,Sicily,127.0,male,979.0,D,https://en.wikipedia.org/wiki/Gelon,-523.0,-478.0,case2
,,Geminiani (Francis),Watkins,"A celebrated musician, was born at Lucca about 1680. In 1714 he came to England, and was patronized by George I. to whom he dedicated his solos for the violin, which were followed by his concertos. In 1742 he published his Guida Armonica, or, a Sure Guide to Harmony and Modulation. His other works are, The Art of Playing on the Violin; Harpsichord Pieces, &c. He died at Dublin in 1762.",,,,1762.0,d.,68.0,Mu,d. (LL),96.0,,64,Geminiani,Geminiani,21.0,Artists Poets,Italy,43.0,male,980.0,C,https://en.wikipedia.org/wiki/Francesco_Geminiani,1666.0,1762.0,case1
fl.,-77.0,Geminus,Crabb,"A mathematician and astronomer of Rhodes, who flourished about the time of Cicero, U. C. 700, A. C. 64. He composed many works on Astrology, Geometry, the Sphere, &c.; on which latter subject a treatise of his is still extant, and inserted by Petavius in the third volume of his
 'Doctrina Temporum,' 3 vols. fol. 1705.",,,,,,69.0,M,fl.,,,85,Geminus Rhodius,Geminus,16.0,Mathematicians &cc Physicians,Turky in Europe,69.0,male,981.0,A,https://en.wikipedia.org/wiki/Geminus,-107.0,-62.0,case3
,,Gemistus (George) surnamed Pletho,Watkins,"A learned Greek, was born at Constantinople in 1390. He was a zealous Platonist, and defended the Greek church against the Latins. In 1438 he was sent to the council at Florence assembled to effect a union between the two churches, where he displayed considerable eloquence. He returned to Greece, and died at the age of 100. He wrote De Gestis Grascorum post pugnam ad Mantineam, printed by Aldus, 1503, fol.; De Virtutibus Libellus; De Rebus Peloponnesiasis constituendis Orationes duas; De Platonica et Aristotelicae philosophic differentia, &c.",,,,1490.0,d.,69.0,M,d. (LL),100.0,,91,Gemisthus Pletho,Gemist: Pletho,22.0,Mathematicians &cc Physicians,,69.0,male,982.0,C,https://en.wikipedia.org/wiki/Gemistus_Pletho,1390.0,1490.0,case1
fl.,492.0,Gennadius,Watkins,"Patriarch of Constantinople, succeeded Anatolius in 458. He was an eloquent writer but none of his works are extant, except an Epistle against Simony, and a piece against the Anathemas of Cyril. He died in 471. There was another patriarch of the same name, who was at the council of Florence in 1438, and greatly opposed a union between the eastern and western churches. In 1453 he was elected patriarch, which dignity he resigned about five years afterwards, and retired to a monastery, where he died in 1450. He wrote an explanation of the Christian faith in Greek, Latin, and Turkish, and other works.",,,Pilkington,,,69.0,H,fl.,,,11,Gennadius,Gennadius,11.0,Historians and Antiquaries Lawyers,Turky in Asia,0.0,male,983.0,A,https://en.wikipedia.org/wiki/Gennadius_of_Constantinople,462.0,507.0,case3
,,Genseric,Watkins,"King of the Vandals in Spain, was the natural son of Godisicles, whom he succeeded in 428. In the commencement of his reign he gained a great victory over Hermanric, king of the Suevi. He afterwards made himself master of Africa, where he practised the greatest cruelties to establish arianism. Being invited by the empress Eudoxia to revenge the death of her husband Valentinian III. who had been murdered by Maximus, Genseric sailed to Italy, entered Rome in 435, and gave up the city to pillage. He was, from this time, the terror of the countries bordering on the Mediterranean, which he laid waste every year with his fleets. He died in 477.",,,,475.0,d.,69.0,,d.,,,130,"Genseric, the Visigoth",Genseric,3.0,Statesmen and Warriors,Germany,127.0,male,984.0,D,https://en.wikipedia.org/wiki/Gaiseric,430.0,475.0,case2
fl.,1152.0,Geoffrey of Monmouth,Watkins,"A British historian, who flourished about 1150. He was first, archdeacon of Monmouth, and next; bishop of St. Asaph, which see he resigned, and retired to the monastery of Abingdon, of which he was abbot. His principal work is his Chronicon sive Historia Britonum, which, however, is full of legendary tales respecting the early monarchs of Britain.",,,,,,69.0,H,fl.,,,20,Geoffrey of Monmouth,Geoffrey M.,20.0,Historians and Antiquaries Lawyers,Great Britain,0.0,male,985.0,A,https://en.wikipedia.org/wiki/Geoffrey_of_Monmouth,1122.0,1167.0,case3
,,Geoffroy (Stephen Francis),Watkins,"An eminent physician and chemist, was born at Paris in 1672. He was professor of chemistry in the king's garden, and of medicine in the royal college. His principal work is a History of the Materia Medica, 3 vois. 8vo. He died in 1731 .",,,,1731.0,d.,69.0,Chy,d. (LL),59.0,,85,Geoffroy,Geoffrey,16.0,Mathematicians &cc Physicians,France,69.0,male,986.0,C,https://en.wikipedia.org/wiki/%C3%89tienne_Fran%C3%A7ois_Geoffroy,1672.0,1731.0,case1
,,Giorgione or Georgio Barbarelli,Watkins,"A painter, was born at Castel Franco, in the state of Venice, in 1478. He studied the works of Leonardo da Vinci, whom he soon surpassed. Titian worked under him to obtain his manner of colouring, but Giorgione perceiving his design, dismissed him. His finest work, is a painting of Christ carrying his cross, at Venice. He died in 1511.",,,Pilkington,1511.0,d.,69.0,Pa,d. (LL),34.0,,51,Georgione,Georgioni,8.0,Artists Poets,Italy,43.0,male,987.0,C,https://en.wikipedia.org/wiki/Giorgione,1477.0,1511.0,case1
,,Germanicus (Caesar),Watkins,"The son of Nero Claudius Drusus by Antonia, the niece of Augustus. He was adopted by Tiberius, A. D. 4, and married Agrippina, the daughter of Agrippa, and grand-daughter of Augustus. She was a woman of eminent virtue. Germanicus was greatly beloved by the Roman people for his splendid accomplishments and excellent disposition. He served the office of consul, A.D. 12, and at the close of the reign of Augustus he commanded in Gaul, where he suppressed a dangerous insurrection in the army. He gained several victories over the Germans, which rendering Tiberius jealous, he was recalled. He was next appointed to command in the east, and after restoring order in Greece, went to Egypt, but died on his return, it is supposed of poison, near Antioch, A.D. 19, aged 34. His death was considered as a public loss, and all the houses in Rome were shut on the occasion. He wrote some comedies in Greek, and translated the Phenomena of Aratus into Tatin.",,,,19.0,d.,69.0,,d. (LL),34.0,,146,Germanicus,Germanicus,19.0,Statesmen and Warriors,Italy,127.0,male,988.0,C,https://en.wikipedia.org/wiki/Germanicus,-15.0,19.0,case1
,,Germanus,Watkins,"Patriarch of Constantinople in the 8th century, was an eunuch. He was made bishop of Cyzicum, and in 715, elevated to the patriarchate. He was a zealous defender of image-worship, for which he was degraded in a council held at Constantinople in 730. He died about ten years after. He wrote De Sex Synodis Oecumenicis, &c. There was another patriarch of Constantinople of the same name, in 1222. He was deposed in 1240, and restored in 1254; but died shortly after. He wrote Homilies, Orations, &c.",,,,740.0,d.,69.0,D,d.,,,122,Germanus 1st,Germanus,23.0,Divines and Metaphysicians &cc,,99.0,male,989.0,D,https://en.wikipedia.org/wiki/Germanus_I_of_Constantinople,695.0,740.0,case2
,,Germanus,Watkins,"Patriarch of Constantinople in the 8th century, was an eunuch. He was made bishop of Cyzicum, and in 715, elevated to the patriarchate. He was a zealous defender of image-worship, for which he was degraded in a council held at Constantinople in 730. He died about ten years after. He wrote De Sex Synodis Oecumenicis, &c. There was another patriarch of Constantinople of the same name, in 1222. He was deposed in 1240, and restored in 1254; but died shortly after. He wrote Homilies, Orations, &c.",,,,1255.0,d.,69.0,D,d.,,,105,Germanus 2nd,Germanus 2d.,6.0,Divines and Metaphysicians &cc,,99.0,male,990.0,D,https://en.wikipedia.org/wiki/Germanus_II_of_Constantinople,1210.0,1255.0,case2
,,"Germain, St.",Crabb,"Bishop of Paris, and one of the most celebrated prelates of the sixth century, was elected to succeed Libanius, and died about 576, or 579, after having been sedulous in the discharge of his ecclesiastical duties. A letter of his is still extant, addressed to queen Brunehaut, exhorting her to prevent king Sigebert from making war on king Chilperic",,,,579.0,d.,69.0,F,d.,,,107,Germanus of Paris,Germanus Par:,8.0,Divines and Metaphysicians &cc,France,99.0,male,991.0,D,https://en.wikipedia.org/wiki/Germain_of_Paris,534.0,579.0,case2
,,,,,,,,1028.0,d.,69.0,J,d.,,,100,Gershom,R. Gershom,1.0,Divines and Metaphysicians &cc,France,99.0,male,992.0,D,https://en.wikipedia.org/wiki/Gershom_ben_Judah,983.0,1028.0,case2
,,Gerson (John),Watkins,"An eminent divine, whose real name was Chartier, was born at Gerson in Champagne, in 1363. He was educated in the college of Navarre, and became chancellor and canon of the church of Paris. He was deputed to go to the council of Pisa, where he contributed to the election of pope Alexander V. He condemned the murder of the duke of Orleans by the duke of Burgundy, and distinguished himself at the council of Constance. He died in 1429. His works are highly and deservedly valued. They were published in 1706, in 5 vols. folio.",,,Moreri,1421.0,d.,69.0,D,d. (LL),58.0,,122,Gerson J.,J. Gerson,23.0,Divines and Metaphysicians &cc,France,99.0,male,993.0,C,https://en.wikipedia.org/wiki/Jean_Gerson,1363.0,1421.0,case1
fl.,1202.0,Gervase of Canterbury,Crabb,"Another historian of the 13th century, and a monk of the monastery of Christ Church, in
 that city, wrote a Chronicle of the Kings of England, from 1122 to 1200; and
 a History of the Archbishops of Canterbury,
 from St. Augustine to Archbishop Hubert who
 died in 1205; both of which are published in Twisden's
 Hist. Anglican. Script. X.",,,,,,69.0,H,fl.,,,12,Gervase of Canterbury,Gervase C.,12.0,Historians and Antiquaries Lawyers,Great Britain,0.0,male,994.0,A,https://en.wikipedia.org/wiki/Gervase_of_Canterbury,1172.0,1217.0,case3
,,Gesner (Conrad),Watkins,"An eminent physician and naturalist, was born at Zurich in Switzerland in 1516. His parents were too poor to give him an education, which he acquired by the liberality of some of his fellow citizens. After studying at Stutgard, he went to Paris, and supported himself by teaching grammar. He was also Greek professor some time at Lausanne. At Basil he took his doctor's degree in physic, and then returned to Zurich, where he practised as a physician, and gave lectures in philosophy. His fame as a naturalist was circulated over Europe, and he maintained a correspondence with learned men of all countries. He died in 1565. He wrote on the Collection of Plants, a work of vast merit; Apparatus et Delectus Simplicium Medicamentorum, et de Compositione Medicamentorum; Catalogus Plantarum; Hortorum Germanix Descriptio; Historia Animalium, which is accounted his greatest performance, and procured him the name of the modern Pliny; De Fossilibus, Gemmis, Lapidibus, Metallis, &c. Bibliotheca Universalis; the last has gone through several editions.",,,,1565.0,d.,69.0,M,d. (LL),49.0,,91,"Gesner, Conrad",C. Gesner,22.0,Mathematicians &cc Physicians,Switzerland,69.0,male,995.0,C,https://en.wikipedia.org/wiki/Conrad_Gessner,1516.0,1565.0,case1
,,Ghirlandaio (Domenico),Watkins,"A Florentine painter, was born in 1449. He was intended for a goldsmith; but having a strong passion for painting, he cultivated that art with success. His manner was however Gothic and dry, and he deserves most to be celebrated for being the tutor of Michael Angelo. He died at the age of 44, leaving three sons, David, Benedict, and Randolph, all painters.",,,Pilkington,1493.0,d.,69.0,Pa,d. (LL),44.0,,53,Ghirlandaio,Ghirlandaio,10.0,Artists Poets,Italy,43.0,male,996.0,C,https://en.wikipedia.org/wiki/Domenico_Ghirlandaio,1449.0,1493.0,case1
