ALTERNATE_ID,ALTERNATE_NAME,BIO,Biography source,SOURCE,PDF_page_#
297,Sancho I,"Surnamed the Great, succeeded Garcias III on the throne of Navarre, and became also, by his marriage with Nuna, eldest daughter of Sancho Garcias, count of Castile, also master of Castile, and was killed in 1034 as he was going on foot to Oviedo to visit some relics.",Crabb,,"554, Vol 2"
298,"Scipio, Nasica","Grandson of the preceeding, surnamed Serapion, distinguished himself by killing Tiberius Gracchus with his own hand.",Crabb,Cic. in Amic. c. 12; Val. Max. I. 5; Plin. I. 21.,"562, Vol 2"
299,Saosduchinus,"A king of Assyria, suceeded Esar-haddon A.M. 2268, A.C. 617, and died after a reign of 20 years.",Crabb,Euseb in Chrom.,"556, Vol 2"
300,Sigebertus,"One of the most learned and diligent writers of his time, appears to have been a native of Brabant, and in his younger years embraced the monastic state in the abbey of Gemblours, under the Abbot Olbertus, who died in 1048. During his noviciate he was invited to Metz, where he studied in the school of the monastery of St. Vincent, which was then superintended by the Abbot Folcuinus, who had been his school fellow at Gemblours. Calmet places the arrival of Sigebert at Metz about, the year 980, which does not agree with the other dates; and this is the more surprizing, as the catalogue of the abbots of the abbey of St. Vincent in that author places the Abbot Folcuinus about the year 1050. But whoever young Sigebert may have been, he acquired great consideration by his learning, in which he was superior to most of the other writers who flourished at the same period. He was acquainted with the Greek and the Hebrew, and in consequence of the progress he had made in the latter, was much esteemed by the Jews at Metz, where he resided several years, and from which he was  with difficulty suffered to depart in order to return to his former monastery. His celebrity accompanied him thither; he gained many scholars who did honour to their instructor, and he was chosen by the clergy of Liege to manage their defence in a controversy they had with the Pope, which he conducted with great ability and moderation. In the account which he gives in his chronicle of this dispute, he has attended to the duty of an historian, and written with a candour and in a manner which evidently shew that he did not suffer his pen to be guided by the blind impulse of passion. He attained to a great age, and died in 1112. Sigebert was a fertile writer, and composed many works, of which he has himself given a catalogue. They are chiefly biographical and historical; and a list of such as have been preserved and are printed either separately or in different collections, may be found in the work which is the authority for this article. 

",Aikin,G. C. Hainierger's Zitverlassige nachrichten von den oornehmsten scbriftstellern uom Anfange tier Welt bis 1500. J.,
301,"Simon, surnamed the Just","High-priest of the Jews, son and successor of Onias I, was promoted to that dignity A. M. 3711, A. C. 293. ",Crabb,Joseph. Antiq. 1.12,"579, Vol 2"
302,"Sisenna, L.","An ancient Latin historian, who flourished about 91 A. C. wrote an account of the civil wars between Marius and Sylla. Some fragments of his compositions are to be found in ancient authors. ",Crabb,Cic. in Brut. c. 64; Sallust. Jugurth. c. 95; Paterc. 1.2.,"580, Vol 2"
303,Sisyphus,"the son of Aeolus, and first king of Corinth, is said to have violated Tyro, the daughter of his brother, Salmoneus, and also the daughter of Autolycus; for which, or on account of his baring revealed the
secrets of the gods, he was condemned perjietually to roll a stone to the top of a hill as often as it fell to the bottom.
",Crabb,"Hom. Odyss. 1.11; Apollod. 1.3; Virg. Aen. 1.6; Horat. 1.2, od. 14; Senec.
in Here. Fur.; Lucret. 1.3; Ovid. Met. 1.4, &c.","580, Vol 2"
304,"Saemund, Sigfusson","An Iceland writer, who died about 1133 or 1135, at the age of 80, is supposed to have collected the poetical Edda, which was printed with a Latin translation at Copenhagen, in 4to. 1787.",Crabb,,"550, Vol 2"
305,"Le Dispencer, Hugh, Sen.","After having honourably distinguished himself under Edward I, by whom he had been employed on various embassies, enjoyed the confidence of Edward II; but adhearing to this oppressed monarch in the midst of his misfortunes, he was, after the landing of queen Isabel with her son Edward in 1326, beheaded by the factious barons, without being brought to a trial.",Crabb,,"243, Vol 2"
306,Speusippus,"An Athenian philosopher, son of Eurymedon by a sister of Plato, succeeded his uncle in his school, over which he presided during eight years, commencing from the death of that celebrated teacher, B.C. 348. He placed the statues of the Graces in the school built by Plato in the academy, and closely adhered to the doctrines of his master. His manners, however, were not conformable to his philosophy, for he was passionate and a lover of pleasure, of which last propensity he gave proof by paying a visit to the court of Cassander in Macedonia at the splendid nuptials of that prince. He was also avaricious; and, contrary to the practice of Plato, exacted a gratuity from his disciples. Through the introduction of Plato, he was admitted to an intimate friendship with Dion while he resided at Athens, and it was by his instigation that Dion, invited by the malcontents of Syracuse, undertook his expedition against Dionysius. Becoming paralytic in his limbs, he was conveyed to and from the academy on a vehicle. On one of these occasions, he met Diogenes and saluted him; but the cynic, instead of returning his civility, upbraided him for bearing to live under such an infirmity. Speusippus well replied, ""that he lived not in his limbs, but in his mind."" At length, however, according to Laertius, being overcome by age and malady, he put an end to his existence, having first constituted Xenocrates his successor in the academy. He was the author of several philosophical treatises, which have perished, though Aristotle thought them worth purchasing at the price of three talents",Aikin,"Diogen. Laert. Brucker, Hist. Philos.","Aikin I-Z, line 11083"
307,"St. Amour, William de","A doctor of the Sorbonne, who died in 1272, was the author of several works against the Order of Mendicant Friars, as also against the Franciscans, &c. They were published collectively in 4to. 1632.",Crabb,,"549, vol 2"
308,Stilicho,"A general of the emperor Theososius the Great, who, after having displayed much courage in the service of this prince, was detected in the reign of Honorius in a secret correspondence with the enemies of the Romans, for which he was beheaded A.D. 408, and his family were involved in his ruin.",Crabb,Prosper. et Marcellin in Chron. ; Claudian. de Stil. ; Zozim. Hist. I. 5; Oros. I. 7.,"596, Vol 2"
309,Stilpo,"A stoic philosopher of Megara, who was in great favor with Ptolemy Soter and Demetrius, of whom Cicero speaks in terms of commendation",Crabb,Cic. de Fat. c. 5; Senec. de Const. &c.,"596, Vol 2"
310,Strato,"A philosopher of Lampsacus, the disciple and successor of Thropharastus in the charge of the Peripatetic School, was appointed preceptor to Ptolemy Philadelphus, and wrote several treatise, which are all lost.",Crabb,"Cic. Acad. I. 1, &c.; Diog. I. 5; Senec. apud Aug. de Civ. Dei. 1. 6.","599, Vol 2"
311,Tribonianus,"A consul and a lawyer in the reign of Justinian, was employed by him in compiling the Digests, or Pandects. Although he rendered himself odious
by his avarice and rapacity, yet he retained the favour of the emperor until his death. He himself died about 546.",Crabb,,"629, Vol 2"
312,"Sulpitius, Gallus","A consul with Marcellus, was the first among the Romans who understood the nature of eclipses, by which he was enabled to foretel the time of one happending to his soldiers whose fears were thus converted into admiration of his sagacity.",Crabb,"Plin. I. 2, c. 12; Val. Max. 8.","602, Vol 2"
313,Timanthes,"A celebrated painter of Sicyon in the reign of Philip, the father of Alexander the Great. His painting of Iphigenia is highly commended by the ancients.
",Crabb,Cic. de Orat. c. 22; Val. Max. 1. 8; Plin. 1. 35; Quintil. 1. 2.,"622, Vol 2"
314,Thrasybulus,"A general of the Athenians, who expelled the thirty tyrants, was killed in
his camp by the inhabitants of Aspandus, whom his soldiers
had plundered without his knowledge, A. C. 391. ",Crabb,"Xenoph.
Hellen. 1. 1, &c.; Cic. Phil.; C. Nep. in Vit.; Val. Max. 1. 4.","620, Vol 2"
315,Theopompus,"A Greek historian of Chios, and disciple of Isocrates, whose compositions are all lost except a few fragments quoted by ancient writers. ",Crabb,"Cic. ad Attic. 1. 2, ep. 6; Dionys. Hal. 1. 1; C. Nep. 1. 7; Quintil. 1. 2; Plut. in Lys.","617, Vol 2"
316,Theophylactus surnamed Simocatta,"Flourished in the seventh century, wrote a History of the Emperor Mauritius, which was published with the version and notes of Pontanus, fol. 1647, so as to form a part of the 'Corpus Byzantinae Historiae.'",Crabb,,"617, Vol 2"
317,Aristeas,"A mathematician, surnamcd the Elder by Pappus, is said by him to have been intimate with Euclid. ",Crabb,Papp. Math. Coll. Pref. in 1.7.,"219, Vol 1"
318,Aristodemus,"King of Messenia, who died after a six years' reign of great military glory, A. C. 724. ",Crabb,Paus. in Messen.,"221, Vol 1"
319,"Argyrus, Isaac","A Greek monk and a mathematician
of the 11th century, wrote on geodesy, chronology, and
other subjects.",Crabb,,"215, Vol 1"
320,"Argillata, Peter or Peter d'Argillata","A physician of Bologna, whose works entitled 'Chirurgiae Libri Sex,' went through four editions in less than twenty years, fol. Venet. 1480, 1492, 1497, 1499; and according to Haller a fifth in 1520.",Crabb,,"212, Vol 1"
321,Apsinus,"The name of several sophists, mentioned by Philostratus, one of whom, in the third century, wrote a work entitled 'Preceptor de Arte Rhetorica.' One in the reign of Maximus was of consular rank; and a third of Athens lived in the reign of Constantine.",Crabb,,"198, Vol 1"
322,Apollodorus,"The name of several authors, as a poet of Gela, in Sicily, in the age of Menander; a poet of Athens, and another of Tarsus; a writer on Agriculture, quoted by Varro; a physician to one of the Ptolemies, &c.",Crabb,,"195, Vol 1"
